month;created;order_id;warehouse;latitude;longitude;delivery_fee
9;2021-09-03 08:04:42.905026;82324;C;-12.0938501;-76.9985596;3.0
9;2021-09-26 07:16:52.257149;103397;F;-12.147859599999999;-77.0179859;0.0
9;2021-09-26 11:58:04.434634;103537;C;-12.0781483194924;-77.0084357089755;0.0
9;2021-09-01 06:28:03.991231;80604;A;-12.0752401;-77.03842209999999;0.0
9;2021-09-28 13:55:39.825289;104650;D;-11.948344500000001;-77.0648391;0.0
9;2021-09-05 10:28:12.361358;84033;H;-12.1661058;-76.9989362;3.0
9;2021-09-17 05:38:53.95441;95138;C;-12.0843008;-77.0224013;0.0
9;2021-09-04 11:17:05.249784;83412;J;-11.981354;-77.00160809999998;3.0
9;2021-09-02 08:08:02.668699;81532;F;-12.115477;-77.0042095;3.0
9;2021-09-06 06:14:04.941714;84586;E;-12.076648122718;-77.10134618812491;0.0
9;2021-09-24 06:51:59.204746;102239;A;-12.065817599999999;-77.0509363;0.0
9;2021-09-22 06:47:08.962393;100401;K;-12.0997144;-76.93758270000001;0.0
9;2021-09-20 16:10:37.305651;98535;I;-12.1723035;-77.0221803;0.0
9;2021-09-20 08:31:18.919962;97987;A;-12.07802;-77.0788859;0.0
9;2021-09-27 17:38:56.404643;104247;B;-11.9810664333351;-77.0841023014629;0.0
9;2021-09-13 07:11:16.807988;91460;K;-12.1056741;-76.9456552;0.0
9;2021-09-19 18:04:07.196523;97467;F;-12.122941800000001;-77.01212890000001;0.0
9;2021-09-07 06:53:16.673505;85686;F;-12.1528715933874;-77.0239857370136;3.0
9;2021-09-06 06:40:25.105996;84613;F;-12.113016;-77.043297;3.0
9;2021-09-23 10:18:27.927071;101565;A;-12.0663296;-77.0671997;0.0
9;2021-09-19 02:13:36.980717;96689;C;-12.094119599999999;-76.98940870000001;0.0
9;2021-09-17 13:36:11.601025;95576;B;-11.9877901;-77.0774207;0.0
9;2021-09-08 08:30:51.721777;86878;I;-12.214593219826698;-77.0025322112812;6.0
9;2021-09-17 11:41:56.821417;95478;A;-12.083301400000002;-77.0279978;0.0
9;2021-09-01 19:23:25.30997;81078;C;-12.1040576;-77.0110167;3.0
9;2021-09-08 05:15:13.892028;86636;I;-12.1787832627051;-76.99365352700771;3.0
9;2021-09-12 14:02:37.562313;90916;E;-12.0509574314047;-77.1037171279758;6.0
9;2021-09-09 14:07:25.26567;88452;E;-12.086312685950999;-77.0758511394518;6.0
9;2021-09-22 09:27:50.470515;100612;E;-12.085912400000002;-77.08169129999999;0.0
9;2021-09-15 07:45:05.963157;93296;H;-12.164502;-76.98911240000001;0.0
9;2021-09-03 07:46:15.930322;82318;E;-12.0863765;-77.0769118;3.0
9;2021-09-08 07:31:14.970328;86805;A;-12.077361199999999;-77.0784188;3.0
9;2021-09-28 13:32:56.226418;104636;B;-12.023078727144101;-77.0507934004418;0.0
9;2021-09-17 04:11:18.916551;95052;L;-12.058678500000001;-76.9602304;0.0
9;2021-09-14 04:33:50.999816;92165;B;-11.9747293969955;-77.07475249953009;0.0
9;2021-09-22 15:09:32.03387;100932;B;-11.961245382465501;-77.0826781962397;6.0
9;2021-09-08 14:45:55.146322;87237;E;-12.0916268;-77.067837;3.0
9;2021-09-26 14:54:45.198226;103609;G;-12.051757400000001;-76.9722446;0.0
9;2021-09-28 10:31:47.983608;104542;E;-12.080351199999999;-77.0981731;0.0
9;2021-09-07 04:53:55.30725;85457;H;-12.113076199999998;-76.985377;3.0
9;2021-09-09 06:27:06.314578;87783;F;-12.1498216;-77.0190193;0.0
9;2021-09-22 05:49:01.73971;100327;J;-12.0198448;-77.0026496;0.0
9;2021-09-19 08:56:05.824592;97078;F;-12.1087364;-77.0401713;0.0
9;2021-09-04 07:42:40.196957;83222;H;-12.151486;-76.98566269999999;6.0
9;2021-09-18 08:40:45.638189;96147;F;-12.1191441;-77.0045105;0.0
9;2021-09-29 22:21:46.052524;105344;H;-12.0981431;-76.96707990000002;0.0
9;2021-09-13 18:41:43.817408;92091;J;-11.9901801;-77.00358829999999;0.0
9;2021-09-04 02:24:06.18854;82859;C;-12.0901524485546;-76.9851744183278;3.0
9;2021-09-05 06:10:01.830035;83822;A;-12.0782185;-77.0693355;0.0
9;2021-09-13 14:13:39.623895;91905;K;-12.1058459;-76.94817059999998;0.0
9;2021-09-15 15:21:50.889169;93743;G;-12.052203500000001;-76.9792827;0.0
9;2021-09-28 05:54:52.707971;104397;F;-12.0768895;-77.0650191;0.0
9;2021-09-01 07:10:18.387624;80627;F;-12.1163271;-77.04044920000001;6.0
9;2021-09-09 05:19:24.956659;87671;A;-12.0705655;-77.0761646;0.0
9;2021-09-08 11:12:59.045661;87057;H;-12.1518299;-77.0066869;3.0
9;2021-09-15 07:53:36.252147;93304;E;-12.089672300000002;-77.082695;0.0
9;2021-09-06 14:28:06.241898;85067;B;-11.9497552;-77.0620447;6.0
9;2021-09-03 15:12:50.942773;82682;B;-11.998548300000001;-77.0987027;0.0
9;2021-09-24 07:06:01.665292;102253;F;-12.113766;-77.03751109999999;0.0
9;2021-09-18 13:44:16.850936;96402;H;-12.127628900000001;-76.982052;0.0
9;2021-09-04 14:40:35.648311;83533;B;-12.016181300000001;-77.0591451;3.0
9;2021-09-21 11:53:56.468304;99380;J;-12.023794800000001;-76.9921257;0.0
9;2021-09-22 09:28:34.900053;100613;F;-12.1215946;-77.03198470000001;0.0
9;2021-09-23 12:59:19.052775;101742;F;-12.1241659;-77.03747940000001;0.0
9;2021-09-23 05:07:38.190766;101208;H;-12.158888373743501;-76.9959947624503;0.0
9;2021-09-15 14:30:26.609905;93701;H;-12.1240285;-77.00982629999999;0.0
9;2021-09-10 12:15:58.25383;89344;D;-11.9147716;-77.0497922;0.0
9;2021-09-27 10:40:12.117546;104029;F;-12.1183148;-77.0445319;0.0
9;2021-09-10 03:24:11.119916;88739;B;-11.9805599;-77.06958990000001;0.0
9;2021-09-14 07:41:27.291297;92347;I;-12.1785234179824;-76.96271901028871;0.0
9;2021-09-11 16:23:40.626636;90297;F;-12.1157599;-77.0039622;0.0
9;2021-09-04 09:21:04.189794;83321;H;-12.185281800000002;-77.0065578;3.0
9;2021-09-17 06:30:11.016227;95203;H;-12.1254839;-76.97288;0.0
9;2021-09-07 09:35:14.280289;85886;E;-12.0566401;-77.1250566;3.0
9;2021-09-17 14:15:52.822497;95608;D;-11.9363879;-77.05032779999999;0.0
9;2021-09-14 12:45:30.144436;92590;I;-12.209851800000001;-76.94217009999998;0.0
9;2021-09-25 12:21:41.388902;103066;A;-12.087793199999998;-77.0602915;0.0
9;2021-09-29 12:47:57.75747;105149;F;-12.116327900000002;-77.0394215;0.0
9;2021-09-06 03:52:18.677864;84438;A;-12.051526699999998;-77.0575046;3.0
9;2021-09-26 17:14:53.415991;103680;A;-12.0760675;-77.0696706;0.0
9;2021-09-07 13:47:28.91885;86199;I;-12.1722841;-77.0077009;3.0
9;2021-09-04 04:26:32.734901;82927;A;-12.0600676;-77.0514865;3.0
9;2021-09-17 08:07:23.63724;95300;J;-11.9736341;-76.9971167;0.0
9;2021-09-28 16:24:44.692649;104738;F;-12.1098726;-76.9910501;0.0
9;2021-09-06 04:33:40.907006;84475;C;-12.075652;-77.0202075;0.0
9;2021-09-10 07:17:29.134924;89030;B;-11.9947541332742;-77.09695084521229;0.0
9;2021-09-27 16:36:57.771045;104212;I;-12.1995892952123;-76.9393395769025;0.0
9;2021-09-18 02:57:19.159927;95854;H;-12.141712199999999;-77.00418859999999;0.0
9;2021-09-14 14:29:56.400417;92724;A;-12.089682;-77.041877;0.0
9;2021-09-17 05:13:14.432934;95112;F;-12.120217199999999;-77.0408817;0.0
9;2021-09-01 17:54:48.205396;81041;H;-12.1260116;-76.98653370000001;6.0
9;2021-09-08 10:35:29.120735;87015;B;-12.0326545;-77.0543179;3.0
9;2021-09-16 07:03:17.388262;94187;F;-12.116895199999998;-77.01351170000001;6.0
9;2021-09-02 10:19:14.347208;81667;E;-12.0907201146469;-77.0618230104446;3.0
9;2021-09-22 15:58:00.426447;100972;I;-12.1650487;-77.02167990000001;0.0
9;2021-09-23 12:19:36.31451;101690;F;-12.112842500000001;-77.03137640000001;0.0
9;2021-09-28 09:05:56.303727;104509;E;-12.070061522444501;-77.11337261408609;0.0
9;2021-09-26 13:55:37.884386;103580;I;-12.1864951;-76.9614827;0.0
9;2021-09-07 06:58:03.328635;85693;C;-12.086763900000001;-76.98714790000001;3.0
9;2021-09-14 12:41:13.398588;92585;H;-12.1403609;-76.9971775;0.0
9;2021-09-09 05:07:43.428394;87655;A;-12.0872729547819;-77.051017124992;0.0
9;2021-09-30 14:54:21.131202;105741;H;-12.1209145;-76.9841191;0.0
9;2021-09-04 04:29:43.763645;82937;E;-12.0955493;-77.05955259999999;3.0
9;2021-09-02 03:43:43.440215;81186;F;-12.1163913;-77.0432287;3.0
9;2021-09-22 07:51:21.645713;100511;H;-12.1211038;-76.9815611;0.0
9;2021-09-22 16:48:10.829936;101009;H;-12.1507224;-77.01659980000001;0.0
9;2021-09-26 03:27:25.782125;103297;A;-12.0740915;-77.06544079999999;0.0
9;2021-09-22 10:25:52.84929;100671;B;-12.018172300000002;-77.0585128;0.0
9;2021-09-21 08:21:30.937004;99096;A;-12.08911;-77.02630359999999;0.0
9;2021-09-16 16:21:27.940175;94829;E;-12.070843;-77.109472;0.0
9;2021-09-18 08:46:26.044873;96150;C;-12.0851833;-77.0047321;0.0
9;2021-09-08 15:48:49.541502;87299;H;-12.1312909;-77.0030513;0.0
9;2021-09-01 02:55:12.44309;80464;H;-12.163619088497;-76.985869990341;0.0
9;2021-09-24 16:27:09.509387;102679;H;-12.1694599;-76.9897622;0.0
9;2021-09-09 09:51:41.271779;88111;A;-12.079547400000001;-77.0452263;0.0
9;2021-09-10 09:17:58.934714;89146;F;-12.1160652;-77.0375786;0.0
9;2021-09-10 04:32:24.849376;88800;H;-12.1188597;-76.9958226;0.0
9;2021-09-14 12:26:56.246162;92572;E;-12.0701161;-77.11341970000001;0.0
9;2021-09-10 10:33:09.943743;89239;K;-12.0634063;-76.9502916;0.0
9;2021-09-03 05:13:46.041515;82197;H;-12.1875660304983;-76.9481419430504;3.0
9;2021-09-28 07:04:33.41623;104435;H;-12.1275722;-76.99122159999999;0.0
9;2021-09-22 05:44:41.376565;100319;E;-12.0827574484661;-77.09190130233759;0.0
9;2021-09-26 15:32:59.474971;103629;K;-12.106153155613502;-76.9417200305543;0.0
9;2021-09-03 10:53:15.480848;82460;A;-12.0809909;-77.0700768;0.0
9;2021-09-11 08:38:20.589204;89935;E;-12.0603014;-77.0938013;0.0
9;2021-09-18 07:15:55.046893;96059;F;-12.123261;-77.031377;6.0
9;2021-09-26 13:49:05.29501;103578;F;-12.1152552;-77.0039952;0.0
9;2021-09-20 11:02:09.899293;98214;H;-12.0943132;-76.9722187;0.0
9;2021-09-18 18:13:45.587571;96587;C;-12.083417800000001;-77.0206007;0.0
9;2021-09-09 17:04:43.940496;88612;A;-12.062216699999999;-77.0704007;0.0
9;2021-09-24 11:39:37.658768;102483;I;-12.1790062753743;-76.958233409272;0.0
9;2021-09-20 17:58:04.037342;98631;G;-12.0435326046968;-76.98280763163609;0.0
9;2021-09-23 12:46:26.095785;101727;A;-12.0820398;-77.0626213;0.0
9;2021-09-11 15:50:42.622139;90273;J;-11.9682345249043;-77.0118087038424;6.0
9;2021-09-29 11:41:01.251083;105104;E;-12.0650017;-77.0958238;0.0
9;2021-09-13 05:05:07.313928;91275;H;-12.147415400000002;-76.98850829999999;0.0
9;2021-09-10 09:53:08.211323;89189;K;-12.0704884461286;-76.93922241613491;0.0
9;2021-09-03 07:11:09.380392;82292;B;-12.016993699999999;-77.08719350000001;0.0
9;2021-09-24 16:07:26.45838;102668;B;-11.9298385724028;-77.0774234076764;6.0
9;2021-09-17 19:22:36.265134;95784;B;-11.954023800000002;-77.07438370000001;0.0
9;2021-09-22 13:47:13.369448;100865;A;-12.052780149636;-77.0845769930316;0.0
9;2021-09-19 07:56:45.310744;97010;A;-12.037848934853802;-77.07445351826179;0.0
9;2021-09-16 18:20:55.872413;94894;C;-12.0769154;-77.011848;0.0
9;2021-09-04 05:33:00.725274;83035;E;-12.067100300000002;-77.1132946;6.0
9;2021-09-06 15:27:15.06333;85110;G;-12.0615711;-76.93955340000001;3.0
9;2021-09-04 05:19:59.423714;83020;E;-12.0167978;-77.012637;3.0
9;2021-09-02 16:18:00.921972;81958;E;-12.0945395;-77.0662093;3.0
9;2021-09-09 07:34:40.64025;87901;H;-12.0470953175262;-77.0406190163681;0.0
9;2021-09-09 06:52:23.794595;87832;I;-12.2135310945147;-76.92523677285871;0.0
9;2021-09-05 18:55:50.574158;84376;F;-12.109724400000001;-77.0417133;3.0
9;2021-09-27 11:56:37.389449;104061;F;-12.1185489;-77.007798;0.0
9;2021-09-17 05:16:23.318371;95119;I;-12.1575585;-76.960148;0.0
9;2021-09-06 15:32:57.687152;85118;G;-12.051805300000002;-76.97326559999999;0.0
9;2021-09-14 13:13:21.815963;92628;H;-12.1184367;-77.0159556;0.0
9;2021-09-20 06:18:33.144922;97781;C;-12.0861021066838;-77.0208041847567;0.0
9;2021-09-12 03:07:41.823291;90433;E;-12.0533454;-77.092562;0.0
9;2021-09-16 07:06:43.239159;94192;C;-12.105217174291301;-77.0155963430085;6.0
9;2021-09-20 12:17:46.291753;98286;J;-11.9355478433164;-76.9912542805467;0.0
9;2021-09-30 10:20:24.620353;105602;A;-12.080597500000001;-77.05643690000001;6.0
9;2021-09-19 18:22:29.850861;97479;J;-11.953462534298101;-76.9839207668183;0.0
9;2021-09-25 10:05:36.644024;102992;E;-12.0823679;-77.0883242;0.0
9;2021-09-26 20:03:22.045878;103730;D;-11.9287782;-77.051722;0.0
9;2021-09-09 07:18:10.572484;87878;B;-12.030732800000001;-77.0699613;0.0
9;2021-09-14 05:22:16.418711;92211;E;-12.093904400000001;-77.06205920000001;0.0
9;2021-09-13 04:03:06.120274;91179;C;-12.090514500000001;-76.9890861;0.0
9;2021-09-27 12:39:55.818808;104090;E;-12.0946909;-77.0736546;0.0
9;2021-09-23 03:22:49.783564;101125;H;-12.1080034;-77.00403890000001;0.0
9;2021-09-15 18:10:11.048255;93864;J;-12.0070299;-77.0069699;0.0
9;2021-09-06 23:50:09.801497;85296;E;-12.061655499999999;-77.1144564;3.0
9;2021-09-03 06:35:04.741541;82267;B;-11.9747722;-77.0673877;6.0
9;2021-09-22 14:22:02.572507;100891;C;-12.105576800000001;-77.0403661;0.0
9;2021-09-17 11:37:05.953823;95472;A;-12.0760454;-77.0330667;0.0
9;2021-09-27 10:11:50.465147;104009;I;-12.177061199999999;-76.9991187;0.0
9;2021-09-04 11:11:13.478486;83403;H;-12.20957174207;-77.01414090071671;3.0
9;2021-09-12 14:24:30.686053;90929;L;-12.043142039782698;-76.9594821648805;0.0
9;2021-09-15 17:16:39.674046;93834;E;-12.092282;-77.0583465;0.0
9;2021-09-19 14:16:19.213054;97311;L;-12.031469900000001;-76.9048882;6.0
9;2021-09-21 14:14:56.471867;99683;E;-12.080372599999999;-77.105325;0.0
9;2021-09-07 05:49:34.312554;85572;G;-12.049842800000002;-76.9634874;3.0
9;2021-09-15 11:06:23.097042;93518;B;-12.028361540792599;-77.0621124496697;0.0
9;2021-09-20 16:08:17.295929;98533;E;-12.0885311;-77.08174720000001;0.0
9;2021-09-12 05:16:22.946942;90518;B;-12.0001901726108;-77.0518590985468;0.0
9;2021-09-11 08:08:20.535807;89916;C;-12.086061500000001;-77.0194391;0.0
9;2021-09-20 10:00:36.564742;98118;A;-12.076536099999998;-77.0507333;0.0
9;2021-09-07 04:28:38.380552;85417;F;-12.1171993;-77.0376273;3.0
9;2021-09-03 13:11:31.734267;82579;E;-12.090082199999998;-77.07630520000001;3.0
9;2021-09-15 08:52:07.732729;93380;D;-11.953305815239998;-77.0608166378298;0.0
9;2021-09-27 14:31:21.776271;104135;A;-12.065383500000001;-77.06669570000001;0.0
9;2021-09-16 04:41:41.224147;94013;D;-11.9148675398217;-77.0496120060309;0.0
9;2021-09-28 10:29:09.558438;104539;A;-12.0797163353268;-77.06488858879091;0.0
9;2021-09-15 13:15:15.737483;93632;C;-12.1054867;-76.994667;0.0
9;2021-09-16 13:12:56.030563;94648;E;-12.055505400000001;-77.09552020000001;0.0
9;2021-09-03 08:48:08.733703;82361;A;-12.0700912;-77.0464645;3.0
9;2021-09-09 04:58:33.852015;87644;C;-12.0953261;-77.0103713;0.0
9;2021-09-18 01:40:09.870674;95824;A;-12.049694800000001;-77.0257462;0.0
9;2021-09-17 01:48:22.719403;94982;K;-12.0810662;-76.9026309;0.0
9;2021-09-15 08:23:28.566286;93340;H;-12.1236166;-76.9819215;0.0
9;2021-09-08 13:33:23.352909;87174;H;-12.1505792;-77.0066515;3.0
9;2021-09-02 06:33:39.318459;81407;A;-12.0919895032945;-77.0418566465378;3.0
9;2021-09-14 05:55:19.773973;92242;I;-12.1722841;-77.0077009;0.0
9;2021-09-18 11:41:57.418651;96293;H;-12.1344806;-76.9843015;0.0
9;2021-09-02 17:59:26.190758;82012;E;-12.0763;-77.09762049999999;3.0
9;2021-09-26 15:56:42.794545;103641;E;-12.0667495;-77.0963535;0.0
9;2021-09-15 11:00:16.617759;93507;E;-12.0950529;-77.06927579999999;0.0
9;2021-09-10 05:42:32.847611;88892;C;-12.0784326;-76.992074;0.0
9;2021-09-07 11:10:04.301699;85982;J;-12.0139568;-77.0262902;0.0
9;2021-09-10 11:15:57.131995;89280;H;-12.1439874;-76.9830839;0.0
9;2021-09-09 07:12:19.752738;87863;K;-12.102932000000001;-76.9442401;0.0
9;2021-09-02 12:54:11.945058;81803;F;-12.112862;-77.041084;3.0
9;2021-09-06 15:45:48.509741;85136;K;-12.043653810155801;-76.9508352172715;0.0
9;2021-09-20 09:00:55.72896;98031;C;-12.0743798;-77.0292133;0.0
9;2021-09-18 15:58:44.065278;96507;I;-12.214310000000001;-76.9443558;0.0
9;2021-09-30 15:20:17.259118;105762;E;-12.086269999999999;-77.0892949;0.0
9;2021-09-22 08:01:25.855636;100521;E;-12.0681269993509;-77.117053245672;0.0
9;2021-09-09 05:47:29.821439;87712;B;-12.0017111;-77.04775450000001;0.0
9;2021-09-09 14:05:13.31788;88449;D;-11.9364357833515;-77.0511025996311;0.0
9;2021-09-15 12:45:32.293068;93611;A;-12.063839999999999;-77.077612;0.0
9;2021-09-23 07:04:31.388294;101351;E;-12.085581800000002;-77.0807306;0.0
9;2021-09-05 09:30:07.071543;83995;C;-12.100233521083;-77.0517309046794;3.0
9;2021-09-08 18:55:28.674705;87483;F;-12.153111;-77.02277409999999;0.0
9;2021-09-13 17:30:01.318186;92056;H;-12.1073487;-77.0327444;0.0
9;2021-09-11 05:57:13.628793;89820;F;-12.12448;-77.0286934;0.0
9;2021-09-14 07:34:59.455497;92338;H;-12.1680286;-76.988968;0.0
9;2021-09-09 08:46:50.002441;88016;I;-12.144313;-76.9669763;0.0
9;2021-09-20 05:09:50.275122;97688;J;-11.9715489;-77.00900370000001;0.0
9;2021-09-21 11:45:51.372081;99371;A;-12.0532862520367;-77.0667612751375;0.0
9;2021-09-15 05:34:50.038463;93116;E;-12.080003699999999;-77.10174659999998;0.0
9;2021-09-06 06:00:43.46584;84566;B;-11.977559900000001;-77.03990350000001;6.0
9;2021-09-04 15:14:15.340901;83562;E;-12.0617927;-77.1003804;0.0
9;2021-09-22 10:20:50.383832;100665;B;-11.9937644;-77.07491920000001;0.0
9;2021-09-21 14:11:33.296063;99673;E;-12.0642435;-77.1006755;6.0
9;2021-09-21 13:30:06.347902;99586;H;-12.0896157;-76.96494100000001;0.0
9;2021-09-12 12:55:19.902159;90874;F;-12.123685320118;-77.025242772036;0.0
9;2021-09-21 12:29:43.538777;99427;B;-11.965088568442301;-77.07909406705741;0.0
9;2021-09-25 10:43:13.057036;103017;F;-12.1129835;-77.0413207;0.0
9;2021-09-14 05:59:12.629672;92246;C;-12.0894294;-76.9820503;0.0
9;2021-09-20 17:27:26.875776;98608;C;-12.076709300000001;-77.01776269999999;0.0
9;2021-09-02 04:12:57.150603;81220;L;-12.027789977495999;-76.929787248373;6.0
9;2021-09-08 15:37:34.271257;87276;J;-11.956205951399902;-76.9997101615705;0.0
9;2021-09-03 10:31:25.307235;82443;C;-12.1140517;-77.03805059999999;0.0
9;2021-09-08 18:04:47.310414;87441;J;-11.978231830415302;-76.9894642057659;0.0
9;2021-09-18 08:22:50.893675;96132;G;-12.0467076;-76.9685649;0.0
9;2021-09-30 19:52:07.765591;105867;J;-11.9509311;-76.9785897;0.0
9;2021-09-04 07:20:34.64719;83194;A;-12.0584096;-77.0899224;0.0
9;2021-09-23 12:10:19.25978;101680;G;-12.0466049;-76.97770059999999;0.0
9;2021-09-30 17:45:44.362369;105811;H;-12.132306100000001;-76.986509;0.0
9;2021-09-07 06:54:08.55645;85688;E;-12.0680661;-77.1306119;3.0
9;2021-09-09 05:51:17.99903;87714;C;-12.1063535;-77.0446908;0.0
9;2021-09-24 12:55:32.215603;102543;B;-12.0900046;-77.0841324;0.0
9;2021-09-08 03:06:54.917857;86528;F;-12.122529400000001;-77.0051353;6.0
9;2021-09-24 04:55:23.842672;102128;B;-12.016993699999999;-77.08719350000001;0.0
9;2021-09-21 15:56:54.791073;99852;C;-12.0867952;-76.9999828;0.0
9;2021-09-21 13:32:44.842049;99590;E;-12.071464599999999;-77.1037176;0.0
9;2021-09-14 07:47:43.848335;92357;H;-12.140862599999998;-76.98587059999998;0.0
9;2021-09-04 08:35:26.940338;83280;F;-12.1229104;-77.0102499;3.0
9;2021-09-19 05:44:05.657594;96854;A;-12.063860499999999;-77.06125490000001;0.0
9;2021-09-16 08:57:22.852008;94331;F;-12.1244259901685;-77.02879518366909;6.0
9;2021-09-21 13:49:22.609471;99628;B;-11.964735496889201;-76.9679144915181;0.0
9;2021-09-19 09:10:15.599678;97092;F;-12.1404384;-77.0228162;0.0
9;2021-09-11 10:18:01.419006;90021;E;-12.074387199999999;-77.0871235;0.0
9;2021-09-17 17:29:35.478899;95728;G;-12.0792623;-76.9830355;0.0
9;2021-09-05 09:48:13.142827;84008;H;-12.2211166;-76.9386657;3.0
9;2021-09-27 02:35:58.322759;103754;F;-12.1177761;-77.0346031;0.0
9;2021-09-03 03:59:38.512885;82140;C;-12.107282699999999;-76.99446230000001;6.0
9;2021-09-21 18:28:13.142337;100039;E;-12.124868300000001;-77.0324096;0.0
9;2021-09-13 10:30:21.899484;91664;H;-12.1129868;-77.0314415;0.0
9;2021-09-27 06:17:58.871781;103856;C;-12.1057565;-76.98476600000001;0.0
9;2021-09-26 08:14:17.002405;103421;B;-11.978143800000002;-77.085512;0.0
9;2021-09-04 05:12:47.497222;83007;B;-11.978351812114902;-77.0557136188946;3.0
9;2021-09-15 16:10:40.077858;93787;E;-12.0406862;-77.1006765;0.0
9;2021-09-07 12:14:19.610446;86043;H;-12.1218894;-76.99092850000001;0.0
9;2021-09-23 07:26:23.307691;101376;C;-12.094539300000001;-77.0154443;0.0
9;2021-09-07 07:42:15.216218;85752;I;-12.1800722;-77.0027436;0.0
9;2021-09-29 15:28:51.91015;105229;F;-12.116162699999999;-77.03363759999999;0.0
9;2021-09-15 08:37:28.224704;93357;E;-12.0717286;-77.1155574;0.0
9;2021-09-09 15:12:07.104383;88513;B;-11.970832199999998;-77.071568;0.0
9;2021-09-24 14:34:03.112409;102606;D;-11.9303179;-77.0580764;0.0
9;2021-09-12 06:47:08.556165;90609;A;-12.076823699999998;-77.1004557;0.0
9;2021-09-15 19:05:46.195348;93903;E;-12.038283900000001;-77.0829665;0.0
9;2021-09-15 07:20:22.290602;93261;J;-12.0267519410792;-77.0267962704948;0.0
9;2021-09-19 16:28:30.750063;97404;F;-12.1178552;-77.03738840000001;0.0
9;2021-09-08 09:10:33.01236;86914;I;-12.173736400000001;-77.024686;3.0
9;2021-09-13 12:40:49.723166;91796;I;-12.167197199999999;-76.96986650000001;0.0
9;2021-09-03 05:55:05.992994;82230;H;-12.145033999999999;-76.99063249999999;0.0
9;2021-09-25 07:13:45.271846;102894;G;-12.069839300000002;-76.9776717;6.0
9;2021-09-23 14:41:17.206263;101857;C;-12.0930731;-76.9938215;0.0
9;2021-09-02 14:07:41.861641;81876;L;-12.0302724;-76.9342185;3.0
9;2021-09-16 10:18:23.906049;94408;F;-12.118948699999999;-77.02721009999999;0.0
9;2021-09-08 10:50:32.965839;87030;C;-12.1044556975108;-77.0126448654883;0.0
9;2021-09-26 16:40:36.376998;103662;B;-12.0238605;-77.0736841;0.0
9;2021-09-20 07:51:53.465884;97927;D;-11.925529955866999;-77.05943430387259;0.0
9;2021-09-04 15:57:45.763333;83594;F;-12.1130155;-77.00638740000001;3.0
9;2021-09-01 12:17:48.886271;80822;A;-12.063670599999998;-77.0553798;3.0
9;2021-09-06 01:04:58.8024;84408;B;-11.9837299;-77.06427009999999;3.0
9;2021-09-02 08:14:48.658185;81545;A;-12.080892500000001;-77.06179920000001;3.0
9;2021-09-25 08:45:50.720816;102953;E;-12.0954742;-77.0701327;0.0
9;2021-09-05 13:50:34.872052;84164;H;-12.136472999999999;-76.99741970000001;0.0
9;2021-09-11 15:18:08.395362;90259;B;-11.986363596988198;-77.0760370070547;0.0
9;2021-09-11 12:40:27.506236;90132;F;-12.1160233;-77.0310809;0.0
9;2021-09-20 05:14:12.483391;97694;E;-12.0382414;-77.08590459999999;0.0
9;2021-09-17 08:34:09.131773;95325;C;-12.0971588;-77.0570657;6.0
